outfit_id,season,occasion,brand_coherence,season_fit,style_score,color_score,fit_score,style_consistency,formality_match,occasion_fit,contrast_score,clash_penalty,harmony_type,proportion_score,silhouette_balance,fit_quality,final_score,label,source_label
"O00443","summer","casual",1,0.95,0.68,0.98,0.84,0.57,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.82,"good","average"
"O00444","all-season","casual",0.88,0.85,0.3,0.78,0.84,0.18,0.28,0.88,0.63,0,"mixed_harmonious",0.8,0.9,0.79,0.42,"average","bad"
"O00445","autumn","office",1,0.95,0.79,0.8,0.84,0.63,1,0.93,0.6,0,"complementary",0.8,0.9,0.8,0.81,"good","good"
"O00446","autumn","event",1,0.6,0.47,1,0.84,0.44,0.75,0.3,0.92,0,"monochromatic",0.8,0.9,0.8,0.74,"good","average"
"O00447","all-season","travel",0.88,0.85,0.43,0.85,0.84,0.18,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.42,"average","average"
"O00448","all-season","office",0.88,0.85,0.5,0.74,0.87,0.37,0.5,0.93,0.55,0,"mixed_harmonious",0.8,0.9,0.89,0.68,"average","average"
"O00449","spring","office",1,0.8,0.24,1,0.84,0.07,0.28,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00450","spring","gym",0.88,0.95,0.53,0.92,0.84,0.43,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O00451","summer","gym",0.88,0.95,0.1,0.74,0.84,0.07,0.09,0.25,0.58,0,"complementary",0.8,0.9,0.8,0.34,"bad","average"
"O00452","spring","weekend",1,0.95,0.55,0.79,0.84,0.41,0.75,0.88,0.65,0,"mixed_harmonious",0.8,0.9,0.8,0.71,"good","average"
"O00453","autumn","casual",1,0.95,0.61,0.92,0.84,0.42,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","bad"
"O00454","summer","office",1,0.95,0.63,0.93,0.84,0.46,1,0.78,0.89,0,"analogous",0.8,0.9,0.8,0.78,"good","average"
"O00455","winter","casual",1,0.95,0.44,1,0.84,0.09,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O00456","winter","casual",1,0.95,0.56,1,0.84,0.42,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O00457","all-season","gym",0.88,0.85,0.54,0.93,0.84,0.41,0.75,0.92,0.88,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O00458","all-season","casual",0.62,0.85,0.62,0.93,0.84,0.68,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.79,0.78,"good","average"
"O00459","all-season","gym",1,0.85,0.38,0.78,0.84,0.18,0.5,0.92,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O00460","summer","gym",0.88,0.95,0.28,1,0.84,0.1,0.18,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O00461","summer","casual",0.62,0.95,0.27,0.81,0.84,0.08,0.28,0.88,0.59,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O00462","spring","casual",1,0.95,0.77,0.98,0.84,0.6,1,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.85,"good","good"
"O00463","autumn","casual",1,0.6,0.58,0.91,0.84,0.44,0.75,0.88,0.74,0,"monochromatic",0.8,0.9,0.8,0.76,"good","average"
"O00464","autumn","gym",1,0.6,0.65,1,0.84,0.74,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.81,"good","average"
"O00465","all-season","travel",0.88,0.85,0.58,0.93,0.84,0.42,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.79,0.76,"good","average"
"O00466","all-season","date",0.88,0.85,0.39,0.74,0.84,0.09,0.75,0.9,0.55,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O00467","all-season","casual",0.88,0.85,0.49,0.85,0.84,0.23,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","bad"
"O00468","summer","travel",0.88,1,0.58,0.92,0.84,0.24,1,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.79,0.42,"average","average"
"O00469","all-season","office",0.88,0.85,0.48,0.91,0.84,0.59,0.5,0.28,0.86,0,"neutral_dominant",0.8,0.9,0.79,0.72,"good","bad"
"O00470","all-season","date",1,0.85,0.6,0.85,0.84,0.42,0.75,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","average"
"O00471","all-season","gym",0.88,0.85,0.54,0.93,0.84,0.41,0.75,0.92,0.88,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O00472","summer","gym",0.88,0.8,0.44,0.94,0.84,0.46,0.41,0.55,0.9,0,"monochromatic",0.8,0.9,0.8,0.71,"good","average"
"O00473","all-season","gym",0.88,0.85,0.12,0.93,0.87,0.09,0.09,0.25,0.88,0,"monochromatic",0.8,0.9,0.89,0.34,"bad","good"
"O00474","all-season","date",0.88,0.85,0.13,0.83,0.87,0.09,0.09,0.32,0.69,0,"analogous",0.8,0.9,0.89,0.34,"bad","average"
"O00475","summer","gym",1,0.45,0.48,0.92,0.84,0.33,0.75,0.92,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","average"
"O00476","summer","office",0.88,0.95,0.34,0.94,0.84,0.23,0.28,0.78,0.9,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O00477","all-season","office",0.88,0.85,0.29,0.85,0.84,0.44,0.09,0.28,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.4,"average","good"
"O00478","all-season","office",0.88,0.85,0.56,0.93,0.84,0.42,0.75,0.78,0.88,0,"monochromatic",0.8,0.9,0.79,0.76,"good","average"
"O00479","summer","casual",1,0.95,0.49,0.65,0.84,0.48,0.28,0.88,0.51,0,"mixed_harmonious",0.8,0.9,0.8,0.64,"average","average"
"O00480","all-season","casual",0.88,0.85,0.52,0.93,0.84,0.28,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00481","spring","travel",1,0.95,0.7,1,0.84,0.62,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.83,"good","average"
"O00482","all-season","office",0.88,0.85,0.69,0.93,0.87,0.63,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.89,0.82,"good","bad"
"O00483","autumn","casual",0.88,0.95,0.19,1,0.84,0.09,0.09,0.62,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00484","all-season","date",0.88,0.85,0.52,0.93,0.84,0.28,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.74,"good","average"
"O00485","autumn","gym",1,0.95,0.72,0.94,0.84,0.63,1,0.55,0.9,0,"monochromatic",0.8,0.9,0.8,0.82,"good","average"
"O00486","all-season","date",1,0.85,0.56,0.91,0.84,0.44,0.75,0.9,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.75,"good","average"
"O00487","summer","gym",0.88,0.95,0.53,0.91,0.84,0.42,0.5,0.92,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","good"
"O00488","all-season","date",1,0.85,0.13,0.91,0.84,0.08,0.09,0.32,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.34,"bad","average"
"O00489","all-season","office",0.88,0.85,0.41,0.93,0.84,0.18,0.75,0.78,0.88,0,"monochromatic",0.8,0.9,0.79,0.42,"average","average"
"O00490","summer","date",0.88,0.95,0.4,1,0.84,0.3,0.28,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.71,"good","average"
"O00491","all-season","office",0.88,0.85,0.29,0.93,0.87,0.21,0.14,0.93,0.88,0,"monochromatic",0.8,0.9,0.89,0.42,"average","average"
"O00492","all-season","casual",0.88,0.85,0.59,0.85,0.84,0.43,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","good"
"O00493","autumn","gym",1,0.6,0.52,0.92,0.84,0.44,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O00494","all-season","weekend",0.62,0.85,0.55,0.78,0.84,0.26,1,0.88,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","good"
"O00495","all-season","casual",0.88,0.85,0.49,0.78,0.84,0.32,0.75,0.88,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.68,"average","average"
"O00496","all-season","casual",0.88,0.85,0.64,0.93,0.84,0.55,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.79,"good","average"
"O00497","spring","casual",1,0.95,0.66,0.94,0.84,0.53,0.75,0.88,0.9,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O00498","winter","casual",1,0.95,0.44,1,0.84,0.17,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O00499","summer","casual",1,0.95,0.52,1,0.84,0.33,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","good"
"O00500","summer","date",1,0.95,0.4,1,0.84,0.08,0.75,0.68,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00501","winter","date",1,0.95,0.57,1,0.84,0.42,0.75,0.68,0.92,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O00502","all-season","casual",0.62,0.85,0.41,0.93,0.87,0.1,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.4,"average","good"
"O00503","autumn","office",1,0.95,0.54,1,0.84,0.68,0.5,0.28,0.92,0,"monochromatic",0.8,0.9,0.8,0.77,"good","good"
"O00504","winter","casual",1,0.6,0.69,1,0.84,0.69,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.83,"good","bad"
"O00505","summer","date",1,0.95,0.52,1,0.84,0.33,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","bad"
"O00506","all-season","casual",0.88,0.85,0.54,0.93,0.84,0.34,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O00507","all-season","date",0.88,0.85,0.44,0.93,0.87,0.1,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.89,0.4,"average","average"
"O00508","all-season","date",0.88,0.85,0.23,0.78,0.84,0.3,0.09,0.32,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","bad"
"O00509","all-season","event",1,0.85,0.7,0.85,0.84,0.62,0.75,0.94,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.79,"good","average"
"O00510","summer","gym",1,0.95,0.44,1,0.84,0.3,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.73,"good","average"
"O00511","all-season","date",0.88,0.85,0.35,0.74,0.84,0.08,0.5,0.9,0.55,0,"mixed_harmonious",0.8,0.9,0.79,0.34,"bad","good"
"O00512","autumn","date",1,0.95,0.61,0.98,0.84,0.43,0.75,0.9,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.79,"good","good"
"O00513","all-season","casual",0.88,0.85,0.54,0.78,0.84,0.44,0.75,0.88,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","good"
"O00514","all-season","gym",0.88,0.85,0.52,0.85,0.84,0.43,0.75,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","bad"
"O00515","all-season","date",0.88,0.85,0.43,0.93,0.84,0.09,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00516","all-season","date",0.88,0.85,0.35,0.91,0.84,0.08,0.5,0.9,0.86,0,"neutral_dominant",0.8,0.9,0.79,0.34,"bad","good"
"O00517","summer","gym",0.88,0.95,0.11,0.91,0.84,0.08,0.09,0.25,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","good"
"O00518","all-season","casual",0.88,0.85,0.69,0.93,0.84,0.49,1,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.81,"good","good"
"O00519","spring","casual",1,0.95,0.77,1,0.84,0.6,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.86,"good","bad"
"O00520","all-season","casual",0.88,0.85,0.64,0.93,0.87,0.54,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.8,"good","good"
"O00521","all-season","casual",0.88,0.85,0.71,0.91,0.84,0.68,0.75,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.79,0.81,"good","good"
"O00522","autumn","casual",1,0.95,0.66,0.92,0.84,0.53,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.79,"good","good"
"O00523","summer","event",1,0.95,0.65,1,0.84,0.49,0.75,0.94,0.92,0,"monochromatic",0.8,0.9,0.8,0.81,"good","average"
"O00524","summer","gym",0.62,0.95,0.35,0.85,0.84,0.48,0.09,0.55,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O00525","summer","casual",1,0.95,0.64,0.98,0.84,0.49,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.8,"good","good"
"O00526","autumn","gym",1,0.95,0.54,1,0.84,0.42,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.77,"good","good"
"O00527","all-season","casual",1,0.85,0.18,0.93,0.84,0.08,0.09,0.62,0.88,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","good"
"O00528","summer","date",0.88,0.95,0.6,0.94,0.84,0.5,1,0.32,0.9,0,"monochromatic",0.8,0.9,0.79,0.77,"good","good"
"O00529","spring","gym",1,0.95,0.55,1,0.84,0.44,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.77,"good","average"
"O00530","all-season","casual",0.88,0.85,0.43,0.85,0.87,0.33,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.69,"average","bad"
"O00531","summer","gym",0.88,0.95,0.22,0.92,0.84,0.33,0.09,0.25,0.84,0,"complementary",0.8,0.9,0.8,0.4,"average","good"
"O00532","summer","office",0.88,1,0.29,0.85,0.87,0.18,0.18,0.78,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.42,"average","average"
"O00533","all-season","date",0.88,0.85,0.39,0.85,0.84,0.09,0.75,0.9,0.8,0,"complementary",0.8,0.9,0.8,0.4,"average","average"
"O00534","all-season","office",0.88,0.85,0.33,0.84,0.84,0.08,0.5,0.78,0.75,0,"mixed_harmonious",0.8,0.9,0.79,0.34,"bad","good"
"O00535","summer","gym",0.88,0.95,0.45,1,0.84,0.46,0.18,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00536","summer","gym",0.88,0.95,0.17,1,0.84,0.08,0.09,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","bad"
"O00537","summer","casual",1,0.95,0.5,1,0.84,0.3,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O00538","summer","casual",1,0.8,0.35,1,0.84,0.2,0.28,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00539","summer","office",1,0.45,0.45,0.98,0.84,0.33,0.75,0.78,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.73,"good","bad"
"O00540","all-season","casual",0.88,0.85,0.48,0.93,0.84,0.21,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","good"
"O00541","summer","gym",1,1,0.44,0.94,0.84,0.29,0.75,0.55,0.9,0,"monochromatic",0.8,0.9,0.8,0.71,"good","bad"
"O00542","spring","date",1,0.95,0.61,0.91,0.84,0.42,0.75,0.9,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O00543","all-season","office",1,0.85,0.56,0.93,0.84,0.44,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.76,"good","bad"
"O00544","winter","office",1,0.95,0.26,0.92,0.84,0.17,0.5,0.28,0.84,0,"complementary",0.8,0.9,0.8,0.42,"average","average"
"O00545","autumn","gym",1,0.95,0.61,0.98,0.84,0.42,0.75,0.92,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.79,"good","average"
"O00546","summer","gym",0.88,0.95,0.57,0.85,0.84,0.46,1,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O00547","summer","casual",1,0.95,0.52,0.98,0.84,0.33,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.75,"good","average"
"O00548","summer","office",1,0.95,0.65,0.85,0.84,0.49,0.75,0.93,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O00549","all-season","office",0.88,0.85,0.48,0.93,0.84,0.18,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O00550","all-season","date",0.88,0.85,0.36,0.91,0.84,0.09,0.75,0.68,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","good"
"O00551","spring","travel",1,0.95,0.78,1,0.84,0.63,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.86,"good","average"
"O00552","autumn","date",1,0.95,0.61,0.92,0.84,0.42,0.75,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O00553","summer","casual",1,0.95,0.44,1,0.84,0.08,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","bad"
"O00554","all-season","casual",0.88,0.85,0.57,0.85,0.87,0.54,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.74,"good","good"
"O00555","spring","office",1,0.95,0.52,0.98,0.84,0.23,0.75,0.93,0.91,0,"analogous",0.8,0.9,0.8,0.42,"average","good"
"O00556","all-season","weekend",0.88,0.85,0.59,0.71,0.84,0.43,0.75,0.88,0.5,0,"complementary",0.8,0.9,0.8,0.7,"good","average"
"O00557","all-season","weekend",0.62,0.85,0.44,0.91,0.84,0.24,0.75,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.79,0.42,"average","average"
"O00558","summer","gym",0.88,0.95,0.15,0.85,0.84,0.07,0.09,0.55,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","bad"
"O00559","winter","date",1,0.95,0.56,1,0.84,0.42,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.78,"good","good"
"O00560","summer","office",0.62,0.95,0.64,0.92,0.84,0.57,0.75,0.93,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.78,"good","bad"
"O00561","winter","office",1,0.95,0.45,1,0.84,0.09,0.75,0.93,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00562","all-season","office",0.88,0.85,0.49,0.78,0.84,0.26,0.75,0.78,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O00563","all-season","office",0.88,0.85,0.63,0.93,0.84,0.35,1,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O00564","all-season","casual",0.88,0.85,0.43,0.93,0.84,0.18,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.79,0.42,"average","average"
"O00565","all-season","casual",0.88,0.85,0.54,0.93,0.84,0.48,0.5,0.88,0.88,0,"monochromatic",0.8,0.9,0.79,0.75,"good","good"
"O00566","all-season","office",1,0.85,0.7,0.85,0.84,0.62,0.75,0.93,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.79,"good","bad"
"O00567","summer","office",1,0.8,0.49,0.91,0.84,0.46,0.41,0.78,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","average"
"O00568","all-season","gym",0.88,0.85,0.4,0.7,0.84,0.24,0.75,0.55,0.48,0,"complementary",0.8,0.9,0.79,0.42,"average","good"
"O00569","all-season","date",0.88,0.85,0.43,0.85,0.84,0.09,0.75,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O00570","summer","travel",1,0.95,0.39,0.98,0.84,0.06,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","good"
"O00571","all-season","office",0.88,0.85,0.64,0.93,0.84,0.53,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.79,"good","bad"
"O00572","autumn","date",1,0.95,0.61,0.92,0.84,0.42,0.75,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","bad"
"O00573","summer","gym",0.88,0.95,0.22,1,0.84,0.33,0.09,0.25,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00574","all-season","date",0.88,0.85,0.52,0.93,0.84,0.28,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.74,"good","bad"
"O00575","summer","gym",1,0.8,0.45,0.95,0.84,0.46,0.41,0.55,0.82,0,"monochromatic",0.8,0.9,0.8,0.72,"good","bad"
"O00576","summer","gym",0.88,0.95,0.52,0.87,0.84,0.59,0.18,0.92,0.77,0,"analogous",0.8,0.9,0.8,0.4,"average","good"
"O00577","summer","casual",1,0.95,0.75,1,0.84,0.56,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.85,"good","average"
"O00578","all-season","date",0.88,0.85,0.3,0.72,0.84,0.44,0.09,0.32,0.54,0,"triadic",0.8,0.9,0.79,0.4,"average","average"
"O00579","all-season","casual",0.88,0.85,0.75,0.85,0.84,0.63,1,0.88,0.8,0,"complementary",0.8,0.9,0.8,0.81,"good","average"
"O00580","spring","travel",1,0.95,0.55,1,0.84,0.41,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.77,"good","good"
"O00581","summer","date",1,0.95,0.52,1,0.84,0.33,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","good"
"O00582","autumn","casual",0.88,0.6,0.37,0.92,0.84,0.24,0.5,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","good"
"O00583","autumn","casual",1,0.95,0.17,0.85,0.84,0.07,0.09,0.62,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","bad"
"O00584","autumn","date",1,0.95,0.12,1,0.84,0.07,0.09,0.32,0.92,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","average"
"O00585","summer","casual",0.88,1,0.51,0.91,0.84,0.23,0.75,0.88,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O00586","summer","office",1,0.95,0.63,1,0.84,0.46,1,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O00587","all-season","casual",0.88,0.85,0.58,0.93,0.84,0.26,1,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00588","autumn","casual",1,0.6,0.58,1,0.84,0.44,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.78,"good","good"
"O00589","all-season","gym",1,0.85,0.54,0.91,0.84,0.44,0.75,0.55,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.74,"good","average"
"O00590","autumn","casual",1,0.95,0.66,1,0.84,0.53,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.82,"good","average"
"O00591","summer","office",1,0.95,0.38,0.93,0.84,0.08,0.75,0.78,0.89,0,"analogous",0.8,0.9,0.8,0.4,"average","average"
"O00592","all-season","date",0.88,0.85,0.49,0.85,0.87,0.37,0.5,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.71,"good","bad"
"O00593","summer","casual",0.62,0.95,0.15,0.95,0.84,0.05,0.09,0.62,0.82,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O00594","winter","gym",1,0.95,0.67,0.8,0.84,0.68,0.5,0.92,0.6,0,"complementary",0.8,0.9,0.8,0.76,"good","good"
"O00595","summer","gym",0.88,0.95,0.18,0.81,0.84,0.09,0.09,0.55,0.62,0,"complementary",0.8,0.9,0.8,0.4,"average","average"
"O00596","autumn","casual",1,0.95,0.61,1,0.84,0.42,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","good"
"O00597","summer","casual",0.88,0.95,0.63,1,0.84,0.5,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O00598","all-season","office",0.88,0.85,0.45,0.93,0.87,0.36,0.5,0.93,0.88,0,"monochromatic",0.8,0.9,0.89,0.72,"good","good"
"O00599","spring","date",1,0.8,0.27,1,0.84,0.07,0.28,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","bad"
"O00600","summer","gym",0.88,1,0.65,0.92,0.84,0.52,0.75,0.92,0.84,0,"complementary",0.8,0.9,0.8,0.79,"good","average"
"O00601","autumn","gym",0.88,0.95,0.53,0.81,0.84,0.42,0.75,0.55,0.59,0,"mixed_harmonious",0.8,0.9,0.8,0.71,"good","bad"
"O00602","autumn","gym",1,0.95,0.71,1,0.84,0.62,1,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.84,"good","average"
"O00603","summer","gym",0.88,0.95,0.18,0.92,0.84,0.09,0.09,0.55,0.84,0,"complementary",0.8,0.9,0.8,0.4,"average","good"
"O00604","all-season","date",0.88,0.85,0.55,0.93,0.84,0.34,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O00605","summer","date",0.88,0.95,0.38,0.92,0.84,0.33,0.28,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.79,0.68,"average","good"
"O00606","summer","gym",0.88,0.95,0.28,0.98,0.84,0.1,0.18,0.92,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","average"
"O00607","all-season","casual",0.88,0.85,0.58,0.85,0.84,0.42,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.74,"good","bad"
"O00608","summer","gym",0.88,0.95,0.3,0.92,0.84,0.23,0.28,0.55,0.84,0,"complementary",0.8,0.9,0.8,0.4,"average","average"
"O00609","winter","casual",0.88,0.95,0.75,1,0.84,0.6,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.85,"good","average"
"O00610","autumn","casual",1,0.95,0.53,0.98,0.84,0.36,0.75,0.88,0.91,0,"analogous",0.8,0.9,0.8,0.76,"good","bad"
"O00611","summer","date",1,0.95,0.11,0.98,0.84,0.05,0.09,0.32,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","bad"
"O00612","summer","office",0.88,0.8,0.48,1,0.84,0.46,0.41,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.74,"good","bad"
"O00613","spring","date",1,0.95,0.55,0.92,0.84,0.68,0.5,0.32,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","average"
"O00614","all-season","travel",0.88,0.85,0.43,0.73,0.84,0.18,0.75,0.88,0.56,0,"complementary",0.8,0.9,0.79,0.42,"average","good"
"O00615","summer","gym",0.88,1,0.39,1,0.84,0.2,0.5,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O00616","spring","casual",1,0.95,0.62,1,0.84,0.44,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O00617","all-season","casual",0.88,0.85,0.68,0.93,0.87,0.63,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.81,"good","average"
"O00618","all-season","gym",1,0.85,0.71,0.92,0.84,0.63,1,0.55,0.87,0,"analogous",0.8,0.9,0.8,0.81,"good","average"
"O00619","spring","gym",1,0.95,0.55,0.92,0.84,0.43,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","average"
"O00620","all-season","travel",0.88,0.85,0.35,0.85,0.84,0.09,0.5,0.88,0.8,0,"complementary",0.8,0.9,0.79,0.4,"average","average"
"O00621","all-season","gym",0.88,0.85,0.57,0.93,0.84,0.52,0.5,0.92,0.88,0,"monochromatic",0.8,0.9,0.8,0.76,"good","good"
